float adds,float mult,float div,float comp,float total only math,float total with comp,QRSdet runtime,QRSfilt runtime,Classify runtime,total runtime,performance,performance (w/ comp)
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2942460.0,474436.0,442104.0,5948564.0,0.093408,0.106121
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3077428.0,529560.0,444424.0,6114632.0,0.090871,0.103239
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3014744.0,529216.0,491076.0,6137268.0,0.090536,0.102858
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2993116.0,475112.0,439888.0,6142728.0,0.090455,0.102767
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3036992.0,543940.0,478592.0,6300304.0,0.088193,0.100196
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2992328.0,472928.0,444904.0,6077656.0,0.091424,0.103867
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3021172.0,474980.0,437172.0,6005260.0,0.092526,0.105119
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3073840.0,525344.0,442084.0,6113536.0,0.090887,0.103257
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,5290070.0,870027.0,786470.0,10704494.0,0.051907,0.058972
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,5820556.0,914191.0,830755.0,11431461.0,0.048606,0.055222
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,5291848.0,862033.0,783572.0,10570320.0,0.052566,0.059721
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,4814812.0,781632.0,673542.0,9530322.0,0.058303,0.066238
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3042913.0,489031.0,461478.0,6111728.0,0.090914,0.103288
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3478280.0,581304.0,541740.0,7011633.0,0.079246,0.090031
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3499435.0,564515.0,513486.0,7079364.0,0.078488,0.08917
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,5673347.0,908186.0,884670.0,11475701.0,0.048419,0.055009
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,4667782.0,731196.0,741480.0,9444030.0,0.058835,0.066843
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,5331575.0,868526.0,789842.0,10689149.0,0.051982,0.059057
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3824814.0,609361.0,598546.0,7726758.0,0.071912,0.081699
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2949984.0,477020.0,440100.0,5961632.0,0.093203,0.105888
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2963856.0,474736.0,440464.0,5949944.0,0.093386,0.106096
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,4531298.0,735403.0,731150.0,9207121.0,0.060349,0.068563
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,4833058.0,769456.0,743844.0,9736195.0,0.05707,0.064837
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3229760.0,521924.0,483616.0,6532696.0,0.085056,0.096632
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2994928.0,474348.0,441720.0,6032500.0,0.092108,0.104644
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3067680.0,550368.0,439672.0,6106848.0,0.090987,0.10337
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3043364.0,524308.0,439540.0,6029556.0,0.092153,0.104695
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2940544.0,474936.0,437576.0,5917580.0,0.093897,0.106677
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2991284.0,473992.0,442468.0,6107904.0,0.090971,0.103352
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3068796.0,599012.0,440920.0,6106476.0,0.090992,0.103377
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3028924.0,474440.0,444512.0,6017492.0,0.092338,0.104905
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3025816.0,474756.0,445664.0,6167712.0,0.090089,0.10235
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,5288565.0,866599.0,817672.0,10543683.0,0.052699,0.059872
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,5059583.0,806989.0,801753.0,10275372.0,0.054075,0.061435
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,5571686.0,874098.0,843936.0,11193643.0,0.049639,0.056395
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,4710316.0,778914.0,756274.0,9569842.0,0.058062,0.065964
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3020004.0,474368.0,441520.0,6167192.0,0.090097,0.102359
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3102240.0,560092.0,457952.0,6150436.0,0.090342,0.102638
